GAME_ID,TEAM_ID,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22100216,1610612751,201988,Patty Mills,G,35:04,7.0,14.0,0.5,6.0,12.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,21.0,19.0
22100216,1610612751,201935,James Harden,G,36:57,6.0,12.0,0.5,3.0,6.0,0.5,12.0,12.0,1.0,0.0,10.0,10.0,7.0,2.0,1.0,6.0,1.0,27.0,5.0
22100216,1610612751,200746,LaMarcus Aldridge,,30:01,11.0,19.0,0.579,0.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,2.0,0.0,1.0,1.0,2.0,24.0,4.0
22100216,1610612751,1627761,DeAndre' Bembry,,17:54,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0
22100216,1610612751,1628975,Jevon Carter,,13:28,1.0,6.0,0.167,1.0,6.0,0.167,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0
22100216,1610612751,201949,James Johnson,,23:21,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,9.0,4.0,1.0,0.0,1.0,5.0,0.0,16.0
22100217,1610612740,1628404,Josh Hart,F,38:27,5.0,8.0,0.625,2.0,4.0,0.5,6.0,8.0,0.75,1.0,6.0,7.0,4.0,2.0,0.0,2.0,1.0,18.0,-8.0
22100217,1610612740,1627742,Brandon Ingram,F,37:28,6.0,14.0,0.429,1.0,6.0,0.167,6.0,6.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,5.0,2.0,19.0,-13.0
22100217,1610612740,202685,Jonas Valanciunas,C,28:13,5.0,9.0,0.556,0.0,2.0,0.0,3.0,4.0,0.75,1.0,7.0,8.0,0.0,0.0,1.0,2.0,5.0,13.0,-14.0
22100217,1610612740,1629638,Nickeil Alexander-Walker,G,27:46,8.0,18.0,0.444,4.0,8.0,0.5,4.0,6.0,0.667,4.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,24.0,-1.0
22100217,1610612740,1628984,Devonte' Graham,G,31:20,4.0,9.0,0.444,3.0,7.0,0.429,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,2.0,11.0,-7.0
22100217,1610612740,1630529,Herbert Jones,,24:10,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,1.0,0.0,4.0,4.0,-10.0
22100217,1610612740,1629637,Jaxson Hayes,,13:12,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,-2.0
22100217,1610612740,203107,Tomas Satoransky,,16:40,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,-8.0
22100217,1610612740,202066,Garrett Temple,,14:46,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,-1.0
22100217,1610612740,1630530,Trey Murphy III,,7:58,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0
22100217,1610612748,202710,Jimmy Butler,F,36:33,10.0,18.0,0.556,1.0,2.0,0.5,10.0,12.0,0.833,2.0,8.0,10.0,10.0,0.0,1.0,3.0,1.0,31.0,9.0
22100217,1610612748,200782,P.J. Tucker,F,20:48,6.0,7.0,0.857,1.0,2.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,5.0,13.0,15.0
22100217,1610612748,203473,Dewayne Dedmon,C,25:27,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0,4.0,2.0,9.0
22100217,1610612748,1629130,Duncan Robinson,G,25:37,2.0,7.0,0.286,2.0,6.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,6.0
22100217,1610612748,1629639,Tyler Herro,G,36:60,7.0,19.0,0.368,3.0,9.0,0.333,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,4.0,1.0,19.0,19.0
22100217,1610612748,1629644,KZ Okpala,,11:49,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-16.0
22100217,1610612748,1629216,Gabe Vincent,,27:08,5.0,12.0,0.417,3.0,6.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,13.0,6.0
22100217,1610612748,1628997,Caleb Martin,,23:04,5.0,9.0,0.556,1.0,4.0,0.25,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,0.0,0.0,1.0,12.0,7.0
22100217,1610612748,1629622,Max Strus,,21:03,5.0,7.0,0.714,4.0,6.0,0.667,1.0,2.0,0.5,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,15.0,10.0
22100217,1610612748,1630209,Omer Yurtseven,,2:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0
22100217,1610612748,2617,Udonis Haslem,,7:21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,12.0
22100217,1610612748,1630585,Marcus Garrett,,1:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
22100218,1610612753,1628976,Wendell Carter Jr.,F,24:56,5.0,11.0,0.455,1.0,4.0,0.25,0.0,2.0,0.0,2.0,6.0,8.0,2.0,1.0,0.0,1.0,4.0,11.0,7.0
22100218,1610612753,1630532,Franz Wagner,F,33:54,6.0,11.0,0.545,1.0,2.0,0.5,3.0,3.0,1.0,3.0,6.0,9.0,1.0,0.0,0.0,2.0,4.0,16.0,8.0
22100218,1610612753,1628964,Mo Bamba,C,31:49,6.0,13.0,0.462,0.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,2.0,0.0,2.0,1.0,3.0,12.0,3.0
22100218,1610612753,1630175,Cole Anthony,G,36:18,5.0,21.0,0.238,1.0,9.0,0.111,4.0,4.0,1.0,2.0,8.0,10.0,7.0,1.0,0.0,2.0,1.0,15.0,4.0
22100218,1610612753,1630591,Jalen Suggs,G,25:49,5.0,12.0,0.417,3.0,4.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,13.0,1.0
22100218,1610612753,203082,Terrence Ross,,29:57,6.0,15.0,0.4,3.0,8.0,0.375,4.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,19.0,16.0
22100218,1610612753,1629643,Chuma Okeke,,18:36,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
22100218,1610612753,203914,Gary Harris,,19:13,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,-9.0
22100218,1610612753,1630181,R.J. Hampton,,13:33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-6.0
22100218,1610612753,1629021,Moritz Wagner,,5:55,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,6.0,6.0
22100218,1610612752,1629628,RJ Barrett,F,33:38,7.0,19.0,0.368,0.0,7.0,0.0,3.0,3.0,1.0,1.0,8.0,9.0,5.0,0.0,0.0,3.0,0.0,17.0,-2.0
